name,NI,age
Deanne,0.33,13
Edith,0.98,39
Celeste,0.35,11
Patty,0.58,49
Deena,0.17,7
Lea,0.11,21
Marlo,0.83,53
Tasha,0.74,54
Angelica,0.39,36
Tabatha,0.89,45
Leann,0.15,38
Sophia,0.54,51
Kimberlee,0.76,22
Cristina,0.85,22
June,0.93,44
Dolores,0.71,46
Lorrie,0.26,31
Susanne,0.29,45
Melisa,0.91,54
Naomi,0.12,65
Jami,0.97,18
Rene,0.06,36
Ladonna,0.46,41
Faith,0.22,40
Louise,0.88,48
Patti,0.5,9
Gayle,0.41,12
Alma,0.63,57
Dora,0.53,45
Angelina,0.85,19
Emma,0.61,46
Deirdre,0.56,13
Tamra,0.22,54
Ingrid,0.72,8
Lois,0.81,17
Lorena,0.77,15
Geraldine,0.39,64
Marcie,0.71,39
Maryann,0.31,24
Shonda,0.94,50
Tania,0.37,10
Marcella,0.11,27
Lena,0.34,18
Deidre,0.16,58
Georgia,0.62,61
Elena,0.87,30
Lucy,0.87,32
Sondra,0.14,47
Annie,0.73,46
Margarita,0.01,36
Jan,0.81,37
Suzette,1,38
Lashawn,0.31,14
Betsy,0.85,42
Keisha,0.38,31
Maribel,0.14,58
Amelia,0.23,47
Irma,0.53,59
Mia,0.85,8
Guadalupe,0.64,41
Rosemarie,0.81,45
Bridgett,0.9,10
Mildred,0.9,32
Kay,0.6,50
Janie,0.87,61
Jeri,0.77,30
Karyn,0.5,39
Chris,0.01,61
Adriana,0.05,46
Michael,0.49,41
Malinda,0.16,34
Myra,0.11,5
Lynnette,0.2,20
Tonja,0.41,6
Alyssa,0.63,39
Edna,0.14,49
Claudine,0.39,9
Delores,0.93,17
Kris,0.27,21
Janette,0.99,24
Marnie,0.66,44
Cari,0.11,46
Latanya,0.69,38
Noelle,0.15,14
Elisabeth,0.43,7
Luz,0.24,10
Shellie,0.8,54
Carole,0.71,57
Alisha,0.79,50
Beatrice,0.76,24
Isabel,0.59,21
Julianne,0.16,27
Jocelyn,0.62,31
Johanna,0.26,36
Valarie,0.17,38
Carey,0.6,62
Amie,0.37,7
Justine,0.09,42
Katharine,0.75,29
Liza,0.09,63
Tamera,0.93,12
Deann,0.77,43
Danette,0.66,8
Terrie,0.17,43
Gena,1,41
Rena,0.21,42
Tisha,0.59,8
Marisa,0.46,15
Shelby,0.84,5
Colette,0.03,39
Debora,0.79,5
Lauri,0.75,13
Margie,0.19,50
Gabrielle,0.98,60
Juliet,0.83,32
Olga,0.14,11
Janel,0.66,55
Jerri,0.15,52
Renae,0.89,17
Ida,0.06,30
Marion,0.26,50
Jolene,0.6,62
Meghan,0.12,15
Marian,0.45,27
Tia,0.96,28
Kerrie,0.31,59
Rebekah,0.61,43
Bernice,0.92,8
Bertha,0.57,22
Eleanor,0.29,12
Rosalind,0.33,5
Vera,0.18,14
Blanca,0.8,23
Gladys,0.15,65
Abigail,0.3,52
Caryn,0.99,54
Alissa,0.85,22
Allyson,0.68,37
Celia,0.58,43
Clara,0.34,48
Susie,0.01,44
Gwen,0.5,34
Hilary,0.18,19
James,0.23,24
Madeline,0.93,49
Trudy,0.71,50
Alexis,0.32,40
Lesa,0.97,56
Lawanda,0.4,64
Whitney,0.2,54
Olivia,0.47,43
Claire,0.45,8
Greta,0.18,19
Joni,0.61,26
Stella,0.67,43
Charity,0.79,13
Corinne,0.94,51
Nanette,0.66,30
Krystal,0.36,52
Eugenia,0.19,63
Karrie,0.15,37
Kenya,0.08,35
Ursula,0.17,21
Jessie,0.7,41
Florence,0.75,31
Elise,0.23,64
Randi,0.84,36
Cassie,0.76,34
Delia,0.17,30
Robert,0.94,24
Pam,0.1,31
Marta,0.67,21
Ella,0.88,19
Bonita,0.25,60
Patsy,0.99,48
Shelli,0.58,29
Clarissa,0.41,26
Maritza,0.99,14
Hollie,0.23,44
Penelope,0.52,31
Dee,0.82,60
Felecia,0.93,56
Sandi,0.76,49
Cecelia,0.15,14
Daisy,0.76,56
Genevieve,0.66,9
Tamela,0.29,24
Tyra,0.45,44
Antonia,0.11,27
Stacia,0.49,21
Therese,0.99,10
Latonia,0.02,27
Jeanna,0.54,8
Joelle,0.17,61
Leeann,0.63,6
Lourdes,0.98,33
Hilda,0.63,12
Selena,0.04,18
Elsa,0.67,33
Geneva,0.55,34
Josette,0.52,5
Polly,0.87,52
Silvia,0.46,37
Kate,0.26,11
Larissa,0.31,14
Demetria,0.78,25
Marina,0.39,52
Della,0.18,25
John,0.09,65
Juli,0.26,10
Misti,0.79,12
Tamatha,0.14,5
David,0.61,9
Dayna,0.71,7
Benita,0.39,47
Margo,0.12,6
Leona,0.02,38
Mara,0.28,24
Shanon,0.68,59
Corina,0.45,45
Shannan,0.55,48
Vonda,0.89,46
Buffy,0.51,50
Rae,0.69,17
Dara,0.52,37
Annemarie,0.68,8
Catrina,0.06,35
Terra,0.96,35
Michell,0.45,61
Janell,0.47,29
Shanda,0.97,34
Anjanette,0.35,27
Thelma,0.43,48
Deidra,0.65,47
Janeen,0.15,62
Jeanie,0.53,17
Maura,0.83,28
Missy,0.22,18
Malissa,0.48,20
Maxine,0.23,42
Valencia,0.61,35
Janna,0.77,10
Marissa,0.58,20
Elissa,0.38,18
Georgina,0.18,35
Tamika,0.94,16
Aretha,0.49,27
Richelle,0.59,44
Simone,0.77,49
Denice,0.72,64
Mitzi,0.92,23
Saundra,0.77,41
Hillary,0.12,9
Rosie,0.97,8
Charmaine,0.4,46
Coleen,0.57,45
Ivy,0.15,57
Sharron,0.95,62
Lucia,0.66,19
Alana,0.65,53
Casandra,0.38,38
Chanda,0.54,15
Tawnya,0.46,65
Candi,0.03,33
Letitia,0.09,30
Vikki,0.81,34
Gabriela,0.37,19
Susana,0.9,13
Latrice,0.15,16
Janis,0.62,7
Casey,0.91,43
Eve,0.09,27
Holli,0.27,57
Robbin,0.38,39
Ada,0.31,15
Cristy,0.29,18
Lenora,0.43,14
Rosalinda,0.72,27
Lucille,0.98,48
Martina,0.39,27
Rosalyn,0.28,32
Trena,0.71,59
Aileen,0.4,37
Anastasia,0.48,61
Cora,0.7,16
Danita,1,55
Darci,0.3,48
Lorna,0.57,37
Mandy,0.42,12
Leanna,0.65,7
Chrystal,0.38,23
Hazel,0.15,27
Janene,0.93,6
Jeana,0.13,18
Tawana,0.81,46
Danna,0.17,7
Alyson,0.52,10
Gayla,0.08,52
Graciela,0.13,17
Chelsea,0.37,44
Ethel,0.15,20
Lorri,0.43,32
Mari,0.21,52
Mechelle,0.38,14
Ami,0.02,44
Ivette,0.81,63
Lisette,0.68,50
Robbie,0.42,45
Corinna,0.19,38
Johnna,0.24,33
Christopher,0.51,43
Latricia,0.88,36
Esmeralda,0.83,36
Kisha,0.11,44
Marni,0.3,22
Jaime,0.82,15
Windy,0.7,16
Lolita,0.19,20
Lissette,0.11,31
Evette,0.44,65
Nicolle,0.23,51
Miranda,0.43,53
Shiela,0.21,63
Adrian,0.13,8
Beatriz,0.15,46
Susanna,0.19,58
Carolina,0.92,55
Charla,0.58,57
Lashonda,0.53,5
Tana,0.13,20
Latasha,0.64,51
Sharlene,0.21,19
Sheree,0.28,28
Renita,0.73,14
Antionette,0.95,21
Nichelle,0.62,5
William,0.55,22
Cindi,0.56,55
Faye,1,26
Alecia,0.37,43
Darcie,0.83,54
Helena,0.58,7
Lillie,0.98,5
Noel,0.09,51
Wilma,0.68,62
Barbra,0.31,20
Mercedes,0.99,59
Pamala,0.15,40
Athena,0.68,33
Autumn,0.61,57
Kandi,0.53,5
Latisha,0.08,47
Tiffani,0.1,45
Joey,0.43,31
Kathie,0.29,25
Adrianne,0.88,23
Cathryn,0.29,55
Claudette,0.66,33
Karie,0.86,55
Kristal,0.61,13
Mollie,0.69,31
Sharla,0.72,25
Christal,0.9,15
Christian,0.97,32
Dawna,0.53,37
Verna,0.51,65
Roxann,0.99,39
Angeline,0.82,29
India,0.13,54
Racquel,0.22,6
Tera,0.67,53
Eunice,0.43,59
Jayne,0.15,50
Mellissa,0.42,43
Brigitte,0.61,31
Marguerite,0.75,20
Venus,0.69,6
Roslyn,0.88,62
Tressa,0.47,57
Tori,0.64,51
Chantel,0.6,37
Rosanna,0.63,47
Charisse,0.52,50
Geri,0.52,14
Johnnie,0.29,5
Teressa,0.69,64
Cori,0.45,27
Kathrine,0.71,19
Roseann,0.44,10
Shonna,0.51,15
Aida,0.34,32
Juliette,0.55,40
Rosalie,0.2,15
Velma,0.02,63
Noreen,0.78,8
Tessa,0.49,24
Yolonda,0.69,33
Ernestine,0.9,17
Jolie,0.26,49
Juana,0.52,18
Lucretia,0.98,9
Marybeth,0.68,18
Shani,0.35,35
Valeria,0.45,34
Ava,0.15,55
Carin,0.23,60
Carmela,0.31,49
Juliana,0.39,6
Georgette,0.8,62
Tresa,0.94,37
Caren,0.69,44
Mayra,0.44,53
Danelle,0.49,47
Dori,0.37,31
Lanette,0.7,65
Maggie,0.59,62
Starla,0.63,28
Abby,0.42,62
Andria,0.17,42
Hannah,0.56,8
Dale,0.85,63
Kathi,0.87,64
Maryellen,0.96,25
Josie,0.86,13
Kecia,0.23,5
Lola,0.39,33
Loriann,0.93,61
Delilah,0.29,35
Harriet,0.96,40
Luann,0.61,13
Toya,0.96,9
Adriane,0.89,65
Angelita,0.05,5
Willie,0.01,50
Carissa,0.31,20
Frankie,0.78,53
Gia,0.51,10
Maricela,0.39,15
Katy,0.62,14
Patrica,0.49,13
Aurora,0.42,41
Jada,0.1,19
Kandy,0.04,45
Milagros,0.49,40
Noemi,0.61,39
Dedra,0.52,48
Araceli,0.26,38
Dione,0.52,61
Laverne,0.68,8
Pearl,0.93,31
Roxanna,0.69,16
Dixie,0.61,52
Elsie,0.46,39
Francesca,0.65,15
Richard,0.91,47
Shona,0.23,53
Bessie,0.83,65
Lou,0.74,47
Myrna,0.82,10
Nellie,0.99,23
Kayla,0.57,30
Magdalena,0.31,36
Carie,0.03,7
Cherry,0.29,42
Eliza,0.37,24
Milissa,0.04,57
Collette,0.07,22
Dominique,0.36,41
Karri,0.44,50
Lenore,0.41,31
Mattie,0.56,11
Cary,0.16,41
Corrine,0.22,21
Davina,0.71,23
Juliann,0.56,9
Linette,0.26,49
Consuelo,0.74,11
Kirstin,0.65,35
Camilla,0.1,18
Jonna,0.45,19
Lorene,0.72,20
Tangela,0.67,25
Valorie,0.16,26
Monika,0.78,8
Rosanne,0.02,42
Rosetta,0.43,62
Tanja,0.15,52
Dona,0.16,48
Elvira,1,20
Jacquline,0.56,45
Karina,0.7,63
Viola,0.79,33
Althea,0.1,54
Brian,0.35,50
Carlene,0.74,26
Lavonne,0.53,22
Marisela,0.13,15
Charles,0.62,47
Estella,0.85,6
Selina,0.42,61
Stefani,0.54,56
Carri,0.96,35
Eric,0.45,65
Twila,0.76,32
Bobby,0.72,30
Cherise,0.18,36
Kimberlie,0.22,43
Lorinda,0.76,58
Machelle,0.09,12
Treva,0.72,6
Jayme,0.39,26
Kasey,0.06,32
Sharonda,0.52,7
Tena,0.52,25
Coretta,0.61,45
Freda,0.18,61
Tawanda,0.62,28
Kesha,0.35,9
Kimberli,0.47,64
Melonie,0.14,6
Tisa,0.53,31
Anthony,0.53,23
Stephenie,0.22,32
Gerri,0.66,52
Maya,0.3,20
Rolanda,0.99,29
Timothy,0.15,63
Alberta,0.18,23
Brigette,0.9,59
Deloris,0.22,20
Jeffrey,0.16,18
Sebrina,0.88,44
Angella,0.17,60
Jena,0.73,37
Tiffanie,0.03,62
Violet,0.35,36
Francis,0.51,26
Inez,0.37,56
Joseph,0.46,48
Mark,0.09,14
Rona,0.62,42
Shaun,0.45,44
Trista,0.83,31
Christen,0.4,46
Judi,0.62,20
Raina,0.51,16
Crista,0.79,15
Flora,0.68,20
Kristan,0.33,40
Christin,0.7,44
Diann,0.95,19
Helene,0.79,29
Kyra,0.47,16
Mindi,0.77,48
Sherie,0.22,25
Suzanna,0.6,39
Alexandria,0.92,53
Carmella,0.75,26
Susannah,0.68,23
Tawanna,0.86,36
Zoe,0.69,61
Josefina,0.36,11
Lani,0.23,51
Leisa,0.03,63
Lela,0.1,51
Marti,0.16,15
Niki,0.25,52
Serina,0.36,63
Tamiko,0.34,29
Andra,0.65,33
Cristi,0.79,57
Glenna,0.39,11
Leila,0.87,40
Shay,0.52,10
Thomas,0.19,48
Kami,0.98,51
Melodie,0.33,23
Rosario,0.38,10
Shawnda,0.08,12
Tosha,0.02,49
Zandra,0.24,32
Dorothea,0.96,32
Petra,0.45,8
Christel,0.84,13
Deedee,0.61,13
Kevin,0.29,16
Tracee,0.34,17
Dyan,0.18,26
Lilia,0.66,21
Michaela,0.66,34
Tanisha,0.21,11
Chantelle,0.55,28
Delisa,0.32,63
Elisha,0.09,19
Gale,0.05,28
Steven,0.39,54
Antonette,0.53,37
Daria,0.19,6
Gracie,0.47,64
Kimberely,0.05,19
Maryjo,0.61,12
Minerva,0.1,49
Minnie,0.18,11
Stephany,0.99,18
Treena,0.13,39
Cammie,0.16,41
Leilani,0.68,14
Lily,0.4,57
Marlena,0.22,26
Jennifer,0.27,32
Michelle,0.9,21
Lisa,0.94,38
Kimberly,0.71,12
Amy,0.22,6
Angela,0.88,6
Melissa,0.97,56
Tammy,0.98,23
Mary,0.38,46
Julie,0.66,49
Stephanie,0.22,16
Heather,0.73,56
Tracy,0.4,60
Dawn,0.48,38
Karen,0.55,54
Laura,0.39,34
Susan,0.44,20
Christine,0.82,61
Elizabeth,0.64,45
Tina,0.84,11
Shannon,0.89,47
Kelly,0.83,20
Rebecca,0.82,27
Cynthia,0.05,57
Lori,0.41,33
Patricia,0.07,60
Nicole,0.14,42
Pamela,0.7,24
Wendy,0.19,38
Christina,0.29,39
Sandra,0.36,18
Stacy,0.98,42
Deborah,0.47,42
Teresa,0.09,30
Andrea,0.59,39
Denise,0.44,54
Maria,0.02,51
Donna,0.07,33
Michele,0.23,55
Sharon,0.32,15
Stacey,0.27,10
Linda,0.69,54
Brenda,0.4,44
Dana,0.57,31
Tonya,0.21,27
Rhonda,0.82,33
Barbara,0.76,63
Monica,0.08,63
Tara,0.27,43
Cheryl,0.58,9
Robin,0.87,52
Nancy,0.41,50
Kathleen,0.11,20
Rachel,0.72,28
Carrie,0.39,57
April,0.76,35
Debra,0.27,9
Sarah,0.57,53
Jill,0.61,51
Sherry,0.71,27
Theresa,0.17,48
Tiffany,0.52,55
Paula,0.26,44
Jessica,0.65,26
Catherine,0.73,9
Melanie,0.12,48
Katherine,0.83,59
Leslie,0.73,43
Gina,0.51,14
Cindy,0.33,32
Kristin,0.11,49
Tanya,0.1,18
Renee,1,57
Tracey,0.04,40
Jacqueline,0.89,9
Holly,0.01,19
Heidi,0.2,13
Ann,0.33,42
Crystal,0.31,21
Tamara,0.18,45
Sheila,0.19,9
Diana,0.04,58
Diane,0.2,40
Amanda,0.01,10
Melinda,0.89,35
Margaret,0.04,39
Kristen,0.36,10
Suzanne,0.29,30
Christy,0.35,63
Regina,0.19,65
Carol,0.99,7
Kathy,0.52,61
Erin,0.16,27
Jodi,0.49,13
Deanna,0.31,27
Laurie,0.77,63
Victoria,0.81,24
Yolanda,0.91,31
Danielle,0.26,28
Beth,0.56,11
Kim,0.09,43
Valerie,0.42,21
Shelly,0.46,27
Carolyn,0.59,50
Alicia,0.82,40
Anna,0.57,34
Carla,0.75,58
Erica,0.66,59
Tricia,0.4,17
Veronica,0.64,42
Kathryn,0.99,44
Janet,0.16,52
Kristi,0.76,62
Sara,0.81,65
Terri,0.2,51
Traci,0.8,52
Kristina,0.36,7
Jamie,0.6,54
Allison,0.03,9
Kristine,0.59,5
Colleen,0.53,13
Anne,0.95,6
Sherri,0.88,20
Felicia,0.55,61
Connie,0.93,58
Sonya,0.58,48
Anita,0.69,18
Lynn,0.6,53
Vanessa,0.03,22
Julia,0.21,51
Stacie,0.3,13
Annette,0.77,33
Krista,0.18,36
Sabrina,0.64,58
Cassandra,0.2,51
Kelli,0.44,56
Wanda,0.17,9
Bonnie,0.01,35
Katrina,0.35,13
Shelley,0.71,28
Cathy,0.95,28
Jenny,0.01,55
Samantha,0.09,40
Alison,0.83,23
Kerry,0.26,16
Erika,0.46,37
Martha,0.97,61
Yvonne,0.35,26
Tracie,0.82,57
Virginia,1,33
Janice,0.43,20
Sheri,0.79,45
Carmen,0.54,35
Natalie,0.3,59
Debbie,0.77,48
Vicki,0.71,51
Marie,0.45,62
Penny,0.78,35
Toni,0.28,18
Beverly,0.87,7
Monique,0.35,49
Jody,0.32,27
Becky,0.9,56
Belinda,0.63,19
Gloria,0.82,58
Kristie,0.3,28
Emily,0.56,19
Shawn,0.86,33
Joy,0.85,6
Darlene,0.75,53
Kristy,0.39,47
Trina,0.83,5
Jean,0.76,63
Yvette,0.85,54
Betty,0.95,9
Charlotte,0.31,37
Charlene,0.79,14
Aimee,0.09,49
Kari,0.87,19
Amber,0.54,24
Bridget,0.06,46
Joyce,0.39,61
Peggy,0.06,62
Sonia,0.7,60
Leah,0.37,47
Jeanette,0.78,12
Ginger,0.36,17
Tammie,0.32,58
Joanne,0.49,23
Dorothy,0.78,22
Ruth,0.36,43
Kimberley,0.04,27
Shirley,0.77,8
Sylvia,0.35,18
Kerri,0.93,47
Judy,0.21,34
Alice,0.98,50
Meredith,0.88,46
Megan,0.46,24
Misty,0.13,15
Angel,0.58,25
Kendra,0.62,35
Kara,0.19,46
Maureen,0.25,14
Judith,0.37,12
Tami,0.52,13
Hope,0.61,10
Frances,0.26,42
Helen,0.73,54
Rose,0.16,12
Kellie,1,42
Tonia,0.49,18
Leigh,0.54,52
Shawna,0.46,8
Karla,0.09,5
Rita,0.04,33
Robyn,0.69,44
Ellen,0.01,12
Christie,0.03,53
Joann,0.94,17
Joanna,0.48,49
Norma,0.72,46
Rosa,0.85,26
Gretchen,0.58,64
Vickie,0.22,51
Candace,0.88,31
Natasha,0.43,65
Loretta,0.86,18
Marsha,0.4,29
Jane,0.12,19
Juanita,0.16,14
Evelyn,0.78,28
Kelley,0.46,37
Elaine,0.05,51
Jeanne,0.67,28
Angie,0.7,45
Christa,0.79,54
Claudia,0.98,31
Marilyn,0.89,34
Jackie,0.18,58
Caroline,0.3,37
Bobbie,0.55,52
Marcia,0.75,38
Melody,0.86,39
Raquel,0.85,60
Sheryl,0.18,53
Gail,0.21,65
Molly,0.83,29
Sonja,0.45,33
Staci,0.61,21
Ronda,0.72,33
Dena,0.16,62
Roberta,0.93,13
Dina,0.6,57
Ashley,0.53,50
Marcy,0.77,54
Rochelle,0.35,14
Latonya,0.27,21
Candice,0.43,5
Audrey,0.58,32
Lauren,0.03,42
Billie,0.7,61
Nichole,0.6,9
Teri,0.47,19
Cheri,0.88,35
Gwendolyn,0.12,10
Sandy,0.32,19
Lynette,0.17,40
Lora,0.23,56
Ana,0.37,52
Alisa,0.51,13
Sally,0.76,16
Lara,0.82,35
Leticia,0.13,13
Eileen,0.32,30
Shelia,0.09,6
Jodie,0.7,52
Keri,0.92,59
Roxanne,0.35,25
Joan,0.66,21
Deana,0.31,49
Tasha,0.33,22
Shari,0.74,60
Mindy,0.5,61
Rachelle,0.84,17
Terry,0.66,64
Adrienne,0.25,53
Lorraine,0.3,64
Antoinette,0.44,22
Eva,0.59,49
Irene,0.95,60
Jana,0.38,39
Marla,0.22,36
Angelia,0.33,13
Tabitha,0.51,65
Kirsten,0.92,35
Trisha,0.41,21
Stefanie,0.1,25
Jo,0.34,29
Audra,0.75,37
Ericka,0.39,47
Dianna,0.68,53
Christi,0.28,19
Priscilla,0.64,53
Darla,0.87,47
Nikki,0.91,43
Lee,0.68,54
Patrice,0.29,44
Karin,0.81,30
Cherie,0.09,35
Tisha,0.49,37
Rachael,0.01,57
Lesley,0.04,42
Bobbi,0.72,45
Lydia,0.13,57
Wendi,0.14,65
Nina,0.16,47
Candy,0.35,59
Courtney,0.41,40
Jeannie,0.91,6
Janine,0.43,41
Ramona,0.11,31
Angelique,0.3,16
Jennie,0.38,38
Marcie,0.57,42
Sherrie,0.87,16
Marisol,0.08,65
Jacquelyn,0.81,19
Lorie,0.49,15
Brandi,0.09,60
Marci,0.02,12
Esther,0.73,26
Glenda,0.55,31
Jenifer,0.04,47
Daphne,0.52,15
Katie,0.09,10
Cara,0.86,57
Doris,0.31,54
Desiree,0.64,27
Tammi,0.37,13
Rosemary,0.87,6
Bernadette,0.03,13
Dionne,0.07,57
Marlene,0.42,15
Ruby,0.82,50
Shana,0.83,49
Brooke,0.06,7
Anissa,0.23,44
Vicky,0.6,23
Jeannette,0.05,13
Cristina,0.93,7
Lana,0.82,5
Brandy,0.92,27
Betsy,0.54,9
Miriam,0.31,24
Chandra,0.63,55
Lynda,0.34,10
Paulette,0.51,49
Grace,0.08,50
Elisa,0.37,17
Lillian,0.01,12
Vivian,0.93,20
Bethany,0.5,59
Celeste,0.29,46
Constance,0.55,47
Darcy,0.26,9
Keisha,0.56,17
Angelica,0.13,61
Janelle,0.96,7
Shauna,0.95,49
Sue,0.83,31
Camille,0.95,21
Jeanine,0.83,46
Phyllis,0.26,10
Nora,0.68,14
Marianne,0.96,46
Dianne,0.43,59
Leanne,0.36,16
Naomi,0.91,59
Arlene,0.6,35
Shanna,0.32,16
Cecilia,0.93,58
Josephine,0.55,10
Paige,0.06,20
Sophia,0.17,55
Melisa,0.72,62
Serena,0.18,58
Alma,0.17,30
Alexandra,0.42,29
Maribel,0.58,6
Marjorie,0.38,13
Doreen,0.47,15
Shelby,0.24,52
Lorena,0.76,62
Lynne,0.02,38
Pauline,0.99,11
Jeannine,0.74,6
Tabatha,0.77,8
Iris,0.76,35
Cathleen,0.39,27
Lea,0.51,5
Jami,0.75,27
Leann,0.7,54
Alisha,0.35,47
Faith,0.32,34
Tania,0.67,54
Lucinda,0.26,62
Edith,0.28,39
June,0.23,11
Yesenia,0.34,30
Margarita,0.29,5
Patty,0.83,44
Susanne,0.44,10
Angelina,0.37,51
Francine,0.91,21
Elena,0.26,42
Rene,0.73,18
Ingrid,0.92,34
Rebekah,0.74,13
Carey,0.9,63
Marcella,0.88,36
Bridgette,0.99,55
Laurel,0.64,58
Lena,0.35,33
Amie,0.9,27
Latanya,1,49
Lorrie,0.15,49
Annie,0.88,52
Kimberlee,0.77,58
Karyn,0.86,34
Mia,0.57,13
Irma,0.82,14
Nadine,0.59,8
Amelia,0.82,32
Dora,0.64,33
Guadalupe,0.9,44
Lashawn,0.71,38
Marlo,0.31,56
Dolores,0.25,65
Ladonna,0.5,53
Annmarie,0.27,51
Georgia,0.14,53
Latasha,0.06,64
Emma,0.34,46
Shonda,0.98,16
Adriana,0.34,33
Michael,0.47,25
Mona,0.14,46
Lois,0.34,50
Marisa,1,7
Deirdre,0.47,26
Janie,0.91,33
Allyson,0.17,58
Johanna,0.67,52
Myra,0.06,17
Suzette,0.27,46
Gayle,0.07,65
Maryann,0.88,32
Edna,0.45,17
Louise,0.2,9
Gabrielle,0.83,64
Jeri,0.76,21
Isabel,0.65,46
Cari,0.92,23
Selena,0.39,34
Deanne,0.27,45
Beatrice,0.64,26
Malinda,0.53,44
Lucy,1,8
Janel,0.79,33
Janette,0.18,35
Patti,1,35
Kerrie,0.19,30
Lawanda,0.25,20
Olga,0.91,54
Deena,0.69,37
Jan,0.04,32
Geraldine,0.11,17
Alyssa,0.45,12
Luz,0.14,32
Lynnette,0.43,36
Tamika,0.94,9
Elisabeth,0.71,57
Kenya,0.18,26
Gena,0.41,17
Jocelyn,0.74,56
Terra,0.42,28
Karrie,0.78,36
Blanca,0.14,17
Ursula,0.74,24
Tamra,0.12,20
Abigail,0.76,10
Mildred,0.83,30
Susie,0.23,41
Tonja,0.81,17
Shellie,0.55,63
Krystal,0.01,22
Latisha,0.84,14
Bridgett,0.15,64
Rosemarie,0.77,42
Margie,0.1,21
Danette,0.52,44
Deidre,0.87,54
Kay,0.99,49
Sondra,0.03,65
Tia,0.74,30
Tanisha,0.55,62
Caryn,0.25,25
Julianne,0.52,14
Juliet,0.54,39
Gwen,0.8,30
Nanette,0.6,38
Shelli,0.02,45
Demetria,0.01,52
Jerri,0.89,47
Jessie,0.66,63
Marion,0.14,27
Valarie,0.21,11
Deann,0.43,57
Marnie,0.81,28
Colette,0.12,30
Rena,0.27,46
Bertha,0.13,16
Hilary,0.07,48
Lauri,0.8,64
Tamera,0.88,45
Carole,0.14,62
Justine,0.47,52
Meghan,0.75,12
Tiffani,0.14,35
Ida,0.76,6
Renae,0.51,10
Alexis,0.02,56
Charity,0.93,9
Gladys,0.05,10
Noelle,0.06,32
Liza,0.06,57
Shanda,0.64,33
Terrie,0.86,58
Delores,0.37,40
Clara,0.81,12
Claudine,0.14,45
Olivia,0.3,47
Alissa,0.95,65
Hollie,0.82,14
Corinne,0.29,26
Clarissa,0.84,65
Genevieve,0.01,39
Latonia,0.78,60
Whitney,0.03,50
Chanda,0.89,42
Eugenia,0.57,57
Bernice,0.1,65
Eleanor,0.19,28
Chris,0.86,34
Kris,0.49,49
Jolene,0.3,57
Katharine,0.7,8
Kisha,0.4,55
Corina,0.94,17
Madeline,0.73,37
Tera,0.27,40
Chrystal,0.53,51
Marian,0.28,65
Casey,0.81,16
Buffy,0.12,61
Catrina,0.41,57
Cassie,0.39,65
Elise,0.86,53
Maritza,0.91,11
Dara,0.61,60
Polly,0.3,34
Delia,0.15,46
Marta,0.74,46
Tawana,0.92,40
Greta,0.79,9
Stacia,0.97,57
Daisy,0.22,11
James,0.33,39
Janna,0.94,42
Letitia,0.45,59
Claire,0.52,37
Margo,0.08,64
Felecia,0.3,30
Robert,0.84,32
Debora,0.59,44
Rosalind,0.84,30
Stella,0.31,64
Tyra,0.39,25
Vera,0.81,39
Silvia,0.72,43
Latrice,0.89,43
Malissa,0.8,45
Mandy,0.64,38
Tamela,0.56,61
Michell,0.29,26
Joni,0.14,13
Misti,0.03,54
Antonia,0.02,43
Sandi,0.33,34
Dayna,0.87,29
Lashonda,0.25,46
Chantel,0.67,48
Consuelo,0.86,47
Lourdes,0.72,48
Elsa,0.68,48
Jeanna,0.65,30
Thelma,0.41,24
Janell,0.03,27
Janis,0.25,30
Miranda,0.63,30
Celia,0.89,16
Trudy,0.07,54
Anjanette,0.85,44
Florence,0.64,18
Susana,0.81,60
Randi,0.61,22
Hilda,0.63,20
Marissa,0.23,15
Jeanie,0.71,44
John,0.13,54
Cristy,0.82,56
Mitzi,0.63,33
Lesa,0.43,54
Christopher,0.13,62
Mara,0.81,38
Alyson,0.81,5
Dee,0.89,9
Patsy,0.93,58
Shannan,0.8,64
Rosie,0.89,17
Casandra,0.82,37
Maura,0.68,17
Bonita,0.65,49
Candi,0.37,49
Marina,0.93,31
David,0.39,11
Kristal,0.79,63
Gabriela,0.4,47
Ella,0.94,44
Holli,0.57,25
Susanna,0.89,61
Larissa,0.96,5
Trena,0.57,59
Leeann,0.9,30
Tawnya,0.24,27
Latricia,0.25,19
Autumn,0.92,6
Danna,0.11,48
Hillary,0.86,19
Annemarie,0.59,65
Cecelia,0.31,62
Windy,0.21,26
India,0.83,8
Tamatha,0.31,10
Della,0.33,64
Rae,0.9,49
Sheree,0.31,45
Georgina,0.77,11
Charmaine,0.24,35
Eve,0.42,55
Simone,0.58,17
Denice,0.25,12
Geneva,0.56,41
Therese,0.58,22
Anastasia,0.97,13
Aretha,0.54,51
Rosalinda,0.82,65
Christal,0.09,46
Deidra,0.38,6
Danita,0.08,44
Jeana,0.21,62
Adrian,0.39,40
Pam,0.46,20
Ivette,0.77,62
Josie,0.71,16
Kesha,0.5,48
Martina,0.2,25
Mechelle,0.29,65
Rosalyn,0.32,50
Kate,0.08,54
Lucia,0.29,44
Sharla,0.14,5
Venus,0.05,32
Richelle,0.27,37
Araceli,0.01,49
Coleen,1,20
Selina,0.33,5
Candida,0.51,25
